date,truck,category,items,prices,location,time,source_image,images,fulltext,notes
2026-09-14,185 雞蛋燒,甜點,雞蛋燒（快閃限定、玫瑰鹽、雙色起司、海苔肉鬆、煙燻火腿）；雞蛋糕（快閃限定、爆漿火腿、雙色起司、香蔥花生、芝麻濃湯、花生濃湯、雙Q麻糬、OREO脆乳、經典原味）,雞蛋燒 40；雞蛋糕 35；雞蛋糕 3個100；經典原味雞蛋糕 25,南軟二期市集,15:30-19:30,archive/2026-09/2026-09-14_0832_p16.png,img/2026-09-14_egg-grill.jpg,"9/14
15:30-19:30
大家好～我們是185雞蛋燒
即將到 南軟 這邊 為各位老闆們服務

新鮮紅殼雞蛋+新鮮進口牛奶+新鮮每日製作=185 雞蛋燒。
無添加化學成份。無添加一滴水。嚴選在地新鮮合格雞蛋 這一切只讓您吃的放心與寶貝吃的安心。 經營理念 - 將心比心

雞蛋燒，直接整顆紅殼雞蛋嘿 40元

限定口味除外

雞蛋糕，35元 口味任選3個 100元

限定口味除外

歡迎預約訂購：https://lin.ee/c05bOpb
貴姓：
取餐時間：
電話後三碼：
雞蛋燒：
雞蛋糕：

留言按讚二登記完成
沒按讚二 沒有登記到
請勿棄單
如餐期沒有登記到訂單
也可至現場排隊購買
如訂單較多 煩請現場客人
耐心等候
謝謝大家配合",雞蛋燒用整顆紅殼雞蛋；限定口味不適用任選價；預約訂購 https://lin.ee/c05bOpb，或留言按讚才算登記；貼文 9/12 06:32；貼文地點只寫「南軟」，依社群推定為南軟二期市集；經典原味雞蛋糕 25 取自 DM 圖
2026-09-15,甜品殿,甜點,驢打滾（經典綜合、濃郁花生、芝麻奶香綠豆沙、桂花紅豆、奶香芋泥、抹茶紅豆）；水果糯米打糕（水蜜桃＋百香果＋草莓三拼）；中式紫米糕（紫米芋頭糕）；糯米切糕（牛奶芋頭三色、蜜釀桂花雙色、牛奶雙色、芋泥雪糕、玫瑰紫米雙色）,全品項每盒均一價 100,臺北市南港區三重里園區街3-2號H棟右側隔壁空地,16:30-19:30（或售完）,archive/2026-09/2026-09-15_0831_p00.png,img/2026-09-15_dessert-palace.jpg,"大家好我們是「甜品殿」預訂日期（晚場）
9/15（二）快閃南港南軟二期餐車市集
地點｜臺北市南港區三重里園區街3-2號H棟右側隔壁空地
時間｜下午16:30～19:30／售完
如果有提前到現場會公告

當天都是從凌晨開始備料、手工製作，產能有限，建議有確定要求的朋友盡量提前預訂
沒有預訂也沒關係～現場會準備少量現貨，歡迎大家當天直接來逛逛、參觀選購
品項及數量以現場供應為主，售完為止

當日手作中式糕點 驢打滾、糯米切糕、水果打糕、中式紫米糕（全品項米製·奶素·減糖）
冰涼吃超消暑、清爽不甜膩
下午茶、飯後點心都超適合
希望大家來逛市集時，也能來找我們吃點甜甜

本篇預訂單開放至 9/15 下午 1:00 截止
因甜品殿每日製作產能有限，若提前達到預訂數量，會提早截止預訂，再請大家多多包涵
小幫手統一結單後，會在留言下方回覆「」

預訂最晚取餐時間為 晚上 6:30。若6:30後才能取餐的客人請直接至現場購買

其他擺攤地點會在fb甜品殿粉絲專頁公告可以按追蹤 我們會即時更新出攤行程
FB甜品殿粉絲專頁連結
https://m.facebook.com/61558032777535

驢打滾外皮的粉｜率花生黃豆粉
如有需要純黃豆粉/芝麻粉 可預訂時註記
過敏原提醒 製作過程 有使用花生粉
若對花生過敏、預訂時請註明
例如
花生過敏 → 改芝麻粉／黃豆粉
我們會 另外工作檯製作 避免交叉污染

驢打滾：清朝時宮廷御用糕點現為北京街邊小吃 以糯米包桂花味紅豆沙，表皮裹均勻的黃豆粉，因外觀似小毛驢在地上打滾後渾身沾滿土而得名一圈圈的層次分明，糯米卷著紅豆沙，入口香、甜、軟、糯，熟黃豆粉花生粉微微的顆粒感，豆香味兒濃

水果打糕：糯米打製而成加入香甜的水果醬 香甜軟糯帶點水果清香

糯米切糕 ：用糯米做的，中間配上鬆軟綿密內餡。因做熟後是一整大塊，賣時根據需要切下一小塊，所以叫切糕，口味是甜的

中式傳統點心—紫米糕：Q彈飽滿的紫米帶點紫米香氣，配上鬆軟綿密內餡，口感溫潤，味道不過於甜膩

【價格】
全品項 每盒均一價 $100

【驢打滾系列】（6顆/盒）
可選單一口味或「2種綜合（3+3）」
經典綜合（桂花紅豆＋芝麻奶香綠豆沙）
濃郁花生（有顆粒）
芝麻奶香綠豆沙
桂花紅豆
奶香芋泥
抹茶紅豆
口感說明：
當天：軟糯
冷藏隔天：微Q（不同口感都好吃）

【水果糯米打糕】
水蜜桃＋百香果＋草莓 三拼一盒
自然果醬製作（含果粒為正常現象）

【中式紫米糕】（5塊/盒）
紫米芋頭糕
冰過更Q彈、香氣更濃

【糯米切糕系列】（4塊/盒）
外層可選：原味不灑粉/灑靜岡抹茶/灑椰蓉粉
人氣口味：
牛奶芋頭三色切糕
蜜釀桂花雙色切糕（含蜂蜜）
牛奶雙色切糕（無內餡）
隱藏版限定：
芋泥雪糕切糕
玫瑰紫米雙色切糕

【保存方式-無添加防腐劑，請務必冷藏】
封保鮮膜冷藏保存（有包內餡的建議2天內食用，無內餡可3天內）

驢打滾冷藏2天
當天：軟糯
冷藏隔天：微Q

若糕點稍微變硬
可於表面輕噴少量飲用水，微波約10秒即可回軟
（不同微波爐功率略有差異，可依情況酌量增加加熱時間）

紫米糕跟切糕可冷藏3天冷凍可｜個禮拜
1.冷凍需用電鍋蒸 外鍋放入100cc水 電鍋蒸氣出來計時6分鐘即可

2.放置可微波容器取微量的水將表面沾溼 用700w加熱1分30秒，（不同微波爐功率略有差異，可依情況酌量增加加熱時間）",顯示名稱「甜品殿小幫手」，去掉小幫手後綴；晚場快閃；預訂單 9/15 13:00 截止，小幫手統一結單後於留言回覆；預訂最晚取餐 18:30，之後請現場購買；花生過敏可改芝麻粉／黃豆粉；FB https://m.facebook.com/61558032777535；貼文 9/14 20:31；「率花生黃豆粉」依貼文原文照抄（疑為錯字）
2026-09-15,捲物/鹹水記,便當,清雞胸拼盤（一肉六菜）；去骨雞腿拼盤（一肉六菜）；加購單點：清雞胸、去骨雞腿（1支）、古早味雞油拌飯,清雞胸拼盤 120；去骨雞腿拼盤 160；加購清雞胸 50；加購去骨雞腿 90；加購古早味雞油拌飯 40；拼盤加購折10,,16:00-19:00（或完售）,archive/2026-09/2026-09-15_0831_p06.png,img/2026-09-15_xianshuiji.jpg,"鹹水記「晚餐！晚餐」預訂開放
9/15（二）
16:00 – 19:00（或完售）

晚上想吃得清爽又有飽足感，
歡迎先預訂，到現場快速取餐不用等！

販售品項

清雞胸拼盤
120元｜一肉六菜

去骨雞腿拼盤
160元｜一肉六菜

加購單點
肉品只限拼盤加購 無單賣
・清雞胸（約100g±10）50元
・去骨雞腿（1支）90元
・古早味雞油拌飯 40元
拼盤加購折10元

本店使用清雞胸肉、去骨雞腿肉悶煮製作，與一般白斬雞或現剝鹹水雞口感不同，保留雞肉自然風味，再搭配每日現炁時蔬，簡單、清爽又有飽足感。

本日蔬食（無法挑選菜品）
高麗菜、白蘿蔔、玉米筍、花椰菜、雲耳、豆乾
（如遇品項不足，將更換為其他當季時蔬）

所有蔬食皆為當日早上新鮮現炁。
吃不完放冰箱冷藏，下午加班或晚上回家再吃，一樣方便又美味

加辣／不蒜／不洋蔥，請先告知。
加購肉品部份，如需另外分裝，請先告知

預訂方式
留言即可：
・姓名＋電話末三碼
・取餐時間
・品項＋數量
・備註

注意事項
支付方式：現金、銀行轉帳、街口轉帳
有按 = 接單成功
未回應 = 表示已額滿，請現場購買
商品皆為客製現拌，請準時取餐
數量有限，售完為止",顯示名稱「捲物/鹹水記」，依既有慣例保留品牌＋品項的複合名稱；預訂：留言 姓名＋電話末三碼、取餐時間、品項＋數量、備註，有按笑臉才算接單成功；支付：現金、銀行轉帳、街口轉帳；加購肉品只限搭配拼盤；貼文 9/14 20:25；貼文未寫地點，location 留空
2026-09-15,一餃入魂/煎餃,小吃,手工煎餃（豬肉、蝦仁、綜合）,豬肉 10顆70/15顆100/22顆150；蝦仁 8顆70/12顆100/18顆150；綜合 10顆70/20顆150,,11:00-13:30,archive/2026-09/2026-09-15_0831_p09.png,img/2026-09-15_dumpling.jpg,"一餃入魂 手工煎餃登場！
9/15（二） 11:00-13:30
付款方式：現金 / Line Pay

手工現包｜香氣四溢
從揉麵、擀皮到包餡，全程手工製作。
外酥內嫩、皮Q餡多汁，吃得到「手工的誠意」與「食材的真實」！

必吃亮點4連發
① Q彈手工餃皮
② 真材實料豬肉＋蔬菜餡
③ 辣醬微辣超涮嘴
④ 不辣醬鹹甜順口小孩也愛

售價
豬肉：10顆$70／15顆$100／22顆$150
蝦仁：8顆$70／12顆$100／18顆$150
綜合：10顆$70／20顆$150

留言格式：
① 訂購人（手機末三碼）
② 購買內容
③ 取餐時間

每日限量、售完就沒囉～
揪朋友一起來吃「這波手工的誠意」吧！",顯示名稱「一餃入魂/煎餃」；付款：現金 / LINE Pay；預訂留言格式：訂購人（手機末三碼）＋購買內容＋取餐時間；每日限量售完為止；貼文 9/14 20:09；貼文未寫地點，location 留空
2026-09-15,AA/拖鞋麵包三明治,小吃,豬事順辣 AAbsolutely；蝦馬威 AAttack!；蛋定鮪魚 Take it AAasy；脆薯 AA Fries；升級套餐（Tea Set 脆薯＋紅茶、Coke Set 脆薯＋可樂）,豬事順辣 170；蝦馬威 170；蛋定鮪魚 140；脆薯 60；升級 Tea Set +80；升級 Coke Set +90,,11:00-13:30（或售完）,archive/2026-09/2026-09-15_0831_p12.png,img/2026-09-15_aa-sandwich.jpg,"［ 午餐 ］
9 月15 日（二） 11:00～13:30或售完
小心，這顆三明治你想像中更有份量、更爽

AA Sandwiches 要來南軟二期囉

選用香氣十足的拖鞋麵包，抹上奶油現烤，夾入爆量餡料、炙燒起司、新鮮番茄、生洋蔥與 AA 特製淋醬

酥脆、濃郁、多汁，一口咬下就是滿滿的滿足感

忙亂生活裡，也要好好吃一餐

【MENU】
1 豬事順辣 AAbsolutely｜$170
招牌辣豬・炙燒起司・番茄・生菜・AA 特製醬

2 蝦馬威 AAttack!｜$170
酥脆炸蝦・洋蔥・番茄・生菜・AA 特製醬

3 蛋定鮪魚 Take it AAasy｜$140
鮪魚塊・玉米・檸檬蛋沙拉・義式香料・生菜

4 脆薯 AA Fries｜$60

升級套餐
＋$80 升級 Tea Set（脆薯＋紅茶）
＋$90 升級 Coke Set（脆薯＋可樂）

現點現做，建議先預訂
為了維持三明治的完整度與最佳口感，目前沒有提供對切服務喔！

【預訂方式】
直接留言，時間以15分鐘為單位
收到「按讚」回覆，才算完成預訂

【預訂範例】
・豬事順辣 x1＋紅茶套餐，蝦馬威 x1
・取餐時間：18:30
・手機末三碼：007

目前僅提供現金支付

追蹤 IG ＋限動標記我們，
送你一杯紅茶

IG https://www.instagram.com/aa_sandwiches?",顯示名稱「AA/拖鞋麵包三明治/餐車」，去掉車型後綴；只收現金；預訂：直接留言，取餐時間以 15 分鐘為單位，收到按讚回覆才算完成；不提供對切；IG https://www.instagram.com/aa_sandwiches；貼文 9/14 19:49；預訂範例寫「取餐時間 18:30」與營業時段 11:00-13:30 不符，疑為沿用舊文，未改寫；貼文未寫地點，location 留空
2026-09-15,韭菜盒,小吃,韭菜盒；高麗菜盒；韭菜蛋餅（含雙蛋）；高麗菜蛋餅（含雙蛋）；冷凍包（同口味2入，韭菜盒/高麗菜盒）；百搭手工香辣醬 190ml,韭菜盒 50；高麗菜盒 50；韭菜蛋餅 75；高麗菜蛋餅 75；冷凍包2入 100；百搭香辣醬 180,,16:30-19:00,archive/2026-09/2026-09-15_0831_p16.png,img/2026-09-15_chive-box.jpg,"酥脆美味的韭菜盒將到此為您服務囉～
9/15（二） 16：30～19：00

！！！請注意！！！
僅開放 冷凍包預訂
熟食歡迎現場購買，謝謝您

皮薄酥脆、餡料飽滿，每一口都是滿滿幸福！
手工製作，都是看得見的好食材，安心又實在！
全品項皆葷食（無肉但有蝦）

韭菜盒 50 元
紙薄餅皮包著滿滿內餡，香氣與酥脆在嘴裡一起爆開！不管當正餐、下午茶、宵夜都超適合！
客人分享：「我在眷村長大，你們家的味道，就跟我小時候巷口那攤一模一樣！」

高麗菜盒 50 元
高麗菜的鮮甜搭配冬粉、豆干碎、紅蘿蔔絲，清爽又耐吃，越吃越涮嘴！
客人笑說：「這根本是超酥脆版的水煎包啦！」

韭菜蛋餅（含雙蛋）75 元
韭菜香＋抓餅口感＋雙蛋蛋香＝飽足感直接爆表！
客人說：『吃膩蔥抓餅後我只吃你們家的，料多又超划算！』

高麗菜蛋餅（含雙蛋）75 元
高麗菜爽脆不油膩，金黃微焦的口感一吃就愛上！
客人稱讚：『吃起來有韓式煎餅的 fu～光看那金黃色就知道好吃！』

我們都有：
食品登記證
食品保險
支付方式：現金、LINE Pay

----------以上為現作熟食歡迎現場購買----------

---‧--‧----以下為限量商品預訂才有哦----------

【 冷凍包｜同口味 2 入｜100 元】
（口味可選：韭菜盒 / 高麗菜盒）

不只是方便，是把老闆的功夫原封不動冷凍起來！
打開加熱就能吃到像現煎一樣的香、脆、滿！

皮薄酥脆
料多飽滿
真材實料純手作
連阿嬤看了都點頭：「這個很可以。」

每包都有附上 煎法教學 QR Code，掃一下，您的廚房瞬間變專業煎台！

煎法教學影片（較快速美味）
https://youtube.com/shorts/4Yrh1uTfoAM?si=mskUEuXi-854m9ga

氣炸鍋版
https://youtube.com/shorts/hNi2tuXwpiw?si=mOu7p7_3DKbSODnz

請注意留言 +1 = 一包（2 入）100元

--

【 百搭香辣醬｜190ml｜180元】
不只是韭菜盒、蛋餅的最佳隊友，用來拌麵、炒菜、滷味，一加就直接變神級美味！油香濃、辣度穩、香味衝第一口，後勁更是撐住整道料理。

一罐在手，家裡任何料理都能瞬間開外掛！

拌麵、炒菜、滷味一罐搞定
百搭不干擾味、香辣更提鮮
一匙開胃、加什麼都好吃
小小一罐，料理開外掛

！！！請注意！！！
本次僅開放 冷凍包預訂
熟食歡迎現場購買，謝謝您",顯示名稱「韭菜盒-餐車」，去掉車型後綴；本次只開放冷凍包預訂，熟食限現場購買；全品項葷食（無肉但有蝦）；支付：現金、LINE Pay；冷凍包留言 +1 = 一包 2 入；貼文 9/14 19:42；貼文未寫地點，location 留空
2026-09-15,WOYAO Burger,小吃,雙層牛肉起司蛋堡 Double Cheeseburger；經典牛肉起司蛋堡 Beef Cheeseburger；經典雞肉起司蛋堡 Chicken Cheeseburger；青醬炒菇薯餅起司蛋堡 Veggie Burger；美式脆薯 Crispy Fries；美式薯球 Tater Tots,雙層牛肉起司蛋堡 190；經典牛肉起司蛋堡 130；經典雞肉起司蛋堡 130；青醬炒菇薯餅起司蛋堡 130；美式脆薯 小60/大100；美式薯球 小60/大100,,11:30-13:30（或售完為止）,archive/2026-09/2026-09-15_0831_p22.png,img/2026-09-15_woyao-burger.jpg,"9/15（二）11:30-13:30或售完為止
Hello 我們是WOYAO Burger 我 要 漢 堡
2017美式餐車開始
2020座落北投關渡第一家實體店面
WOYAO Burger 即我要漢堡
吃你所想做你所愛

菜單Menu

雙層牛肉起司蛋堡 $190
Double Cheeseburger
經典牛肉起司蛋堡$130
Beef Cheeseburger
經典雞肉起司蛋堡$130
Chicken Cheeseburger
青醬炒菇薯餅起司蛋堡$130
Veggie Burger

美式脆薯$60/$100（小S/大L）
Crispy Fries
美式薯球$60/$100（小S/大L）
Tater Tots

訂餐格式
訂餐內容：
貴姓：鄭小姐
取餐時間：18:00
電話末三碼：698

留言按讚 表示訂購成功
取餐時間麻煩以15分為單位
ex: 17:00、17:15、17:30、18:45取餐
為了餐點品質及棄單狀況，餐點過十分鐘後未取餐將直接順延至到現場後的狀況現做餐點

提供現金及 (line) linepay

Facebook：https://www.facebook.com/woyaoburger
Instagram：https://instagram.com/woyao_burger
Tel:0966-704-111",2017 美式餐車起家、2020 北投關渡實體店；付款：現金、LINE Pay；預訂：留言 貴姓＋取餐時間＋電話末三碼，按讚表示訂購成功，取餐時間以 15 分為單位，逾時十分鐘未取餐順延現做；Tel 0966-704-111；貼文 9/14 19:24；訂餐範例取餐時間寫 18:00、17:00 等，與當日 11:30-13:30 時段不符，疑為沿用晚場範例，未改寫；貼文未寫地點，location 留空
2026-09-16,知本蔥油餅,小吃,泡菜九層塔加蛋；起司九層塔加蛋；培根九層塔加蛋；火腿九層塔加蛋；九層塔加蛋；香醇豆漿（無糖）；豆漿紅茶；古早味紅茶；黃金泡菜（瓶）,泡菜九層塔加蛋 70；起司九層塔加蛋 60；培根九層塔加蛋 60；火腿九層塔加蛋 60；九層塔加蛋 50；香醇豆漿 25；豆漿紅茶 25；古早味紅茶 20；黃金泡菜（瓶）220（記事本訂購優惠 200）,,,archive/2026-09/2026-09-16_1909_p00.png,img/2026-09-16_zhiben-scallion-pancake.jpg,"➡歡迎大家來嚐鮮，東部三大口感的蔥油餅之一，台東口味帶給大家不一樣的蔥油餅～

➡～把台灣尾的傳統美食帶到您身邊，九層塔蔥油餅呈現大家～
泡菜九層塔加蛋 70
起司九層塔加蛋 60
培根九層塔加蛋 60 （想加辣請註明）
火腿九層塔加蛋 60
九層塔加蛋 50
不想加九層塔請註明

香醇豆漿 （無糖）25
豆漿紅茶 25
古早味紅茶 20
黃金泡菜（瓶） 220

（黃金泡菜記事本訂購 優惠每瓶200元）
黃金泡菜～記事本訂購開放到 13：00 要出門做生意了
PS：餐車會而外帶 8 瓶
黃金泡菜供現場朋友訂購～

營業方式：現場購買 記事本預定
$付款方式：
Line pay、現金

電話預訂：0913021705

➡記事本訂購開放到 16：30
16：30 後請用電話預訂
（假如沒接就是正在忙碌中）
預訂範例
1.姓氏+手機末3碼：李小姐 705
2.餐點口味-數量：
泡菜九層塔加蛋+3
培根九層塔加蛋+2
（想吃辣的請註明）
（不想加九層塔請註明）

豆漿紅茶+5
黃金泡菜1瓶
3.取餐時間 18:00

餐點會在你訂單時間前5分鐘製作
感謝你的訂購，祝你用餐愉快～

追蹤粉專
知本蔥油餅在哪先知道
https://www.facebook.com/share/1CChs5Y1sq/?mibextid=LQQJ4d",貼文時間 9/15（一）20:56（截圖為 9/16 19:09，標示「昨天 下午 8:56」）；付款：現金、Line pay；預訂：記事本開放到 16:30，之後電話 0913021705，格式為 姓氏+手機末3碼／口味-數量／取餐時間，黃金泡菜記事本訂購到 13:00、餐車另帶 8 瓶現場販售；注意：這次抓取（19:09）視窗被蓋住，只截到貼文中段，貼文開頭（發文者名稱與營業日期那幾行）沒截到——truck 名稱取自內文與 DM 的「知本蔥油餅」，營業日期 9/16 是依「9/15 晚上發文預告隔日」的慣例推定，未經證實；貼文未寫營業時段與地點，time/location 留空（僅知訂購開放到 16:30、取餐範例寫 18:00）
2026-09-16,初甜雞蛋糕,甜點,雞蛋糕經典原味（無包餡）；牛奶卡士達；苦甜巧克力；黑糖麻糬；限定口味：搭啵起司、Oreo餅乾、蜂蜜麻糬、乳酪QQ麻糬；限量愛文芒果乾 150g,經典原味 60；牛奶卡士達 70；苦甜巧克力 70；黑糖麻糬 70；搭啵起司 70；Oreo餅乾 75；蜂蜜麻糬 75；乳酪QQ麻糬 80；愛文芒果乾 特價200/包（原價250）；愛文芒果乾 三包550,,16:00-19:30（或售完）,archive/2026-09/2026-09-16_1909_p00.png,img/2026-09-16_chutian-egg-cake.jpg,"快閃時間：9/16（三）16:00-19:30或售完
支付方式：現金、Line pay

大家好
我們是『初甜雞蛋糕』
再次見面，很開心能來服務大家
來份下午茶點心吧

「初甜」的雞蛋糕不是空心脆皮，是屬於比較飽滿的蛋糕體哦！吃起來不空虛
熱熱吃外酥內軟
冷冷吃還是很好吃

每個人喜歡的口味口感不同，如果你們還沒找到自己喜歡的雞蛋糕，歡迎來吃看看我們家的嗨～～

麵糊製成單純，無添加任何香精
是天然的蛋香與奶油香氣
高成本食材製成
讓雞蛋糕不只是個平凡點心
大人小孩小小孩皆可安心食用

已投保產品責任險、食品登記

純鮮奶製作不加一滴水
嚴選進口天然奶油製作
現點現做•如不想等候太久誘預訂
不定時隱藏版限量口味

>>>>>>>>>菜單>>>>>>>>
一份4顆•不可混搭
經典原味$60 無包餡
牛奶卡士達 $70
苦甜巧克力 $70
黑糖麻糬 $70

限定口味 （不定時隨機準備的口味）
一份4顆•不可混搭
搭啵起司$70
不會牽絲的那種，冷掉比牽絲的更耐吃嚼！
Oreo餅乾$75
一大塊的Oreo餅乾包進雞蛋糕裡，大人小孩都愛
蜂蜜麻糬$75
蜂蜜口味麻糬•淡淡蜂蜜香•熱門口味之一
乳酪QQ麻糬$80
乳酪口味的麻糬•熱熱吃可以拉絲～～

響應環保
如有自備環保容器可折抵5元（一人僅折扣一次）
（預訂請先備註喔！盒子記得不要太小會裝不下二）
環保盒會盡量抓預訂的剛好的時間做好，如到現場需等候還請見諒

限量愛文芒果乾
闆娘娘家自產自銷
玉井愛文芒果製作
每一片芒果乾，都選用香甜飽滿的愛文芒果製作
堅持低溫慢烘，完整保留芒果的香氣與自然甜味
『無添加糖』•不是糖果般的甜，
而是來自成熟愛文芒果最天然的美味。

不管是下午茶、追劇、露營、辦公室零食，
一包就能讓人忍不住一片接一片！
小包裝不怕吃不完
吃完再關更衛生！

每包150g（±10）
★ 特價$200/包（原價$250/包）
★ 三包$550
歡迎現場試吃看看

預訂
姓氏：
餐點：
取餐時間：
手機末3碼：

我們家雞蛋糕比較大顆一些跟飽滿
所以現點現烤約需等候5-7分鐘喔！

最早取餐時間：16:00
有按笑臉表示預訂成功
當日營業時間內若要訂購請直接tag我們比較看的到喔！
晚到請先告知，若預訂時間超過半小時以上才取餐我們可能會視情況釋出哦！

想要更多行程歡迎發摟我們
IG: www.instagram.com/shiu_sweet
FB: https://m.facebook.com/people/初甜雞蛋糕/100077311725662/",快閃；雞蛋糕一份4顆、不可混搭，現點現烤約等 5-7 分鐘；自備環保容器折抵 5 元（一人一次）；付款：現金、Line pay；預訂格式 姓氏／餐點／取餐時間／手機末3碼，按笑臉表示預訂成功，最早取餐 16:00；貼文未寫地點，location 留空；DM 圖只截到最上緣（19:09 抓取在此頁結束），images 為被頁緣切到的版本
2026-09-17,吳家古早味刈包,小吃,古早味刈包；炒麵；控肉飯；荷包蛋；紅茶；奶茶；限量版竹筍湯；竹筍貢丸湯,古早味刈包 70；炒麵 70；控肉飯 110；荷包蛋 15；紅茶 25；奶茶 30；竹筍湯 50；竹筍貢丸湯 60,南軟二期市集,16:30-19:30,archive/2026-09/2026-09-16_2031_p00.png,img/2026-09-17_wujia-guabao.jpg,"大家好～我是古早味刈包
日期：9/17（四）
時間：16:30～19:30
地點：南軟二期市集

古早味刈包70元
炒麵70元
控肉飯110元
荷包蛋15元
紅茶25元奶茶30元
付款方式：現金、台灣pay、銀行轉帳
限量版：竹筍湯50元+貢丸60元
（所有品項當天另外加購！）
歡迎追蹤粉絲專頁請搜尋：吳家古早味刈包
https://www.facebook.com/share/17DBzf3C9K/?mibextid=wwXI
加入賴群
https://line.me/ti/g/dQcaLwyeCx
！闆娘一人作業不開放預訂！",貼文 9/16 19:54（9/17 08:31 截圖顯示「昨天 下午 7:54」，較 20:31 截圖的相對時間精確）；付款：現金、台灣pay、銀行轉帳；不開放預訂（闆娘一人作業）；竹筍湯／貢丸的價格內文寫「竹筍湯50元+貢丸60元」，DM 圖寫「竹筍湯50元／竹筍貢丸湯60元」，此處採 DM 版本
2026-09-17,傻瓜撕雞,小吃,手撕雞肉＋蔬果、菜葉自選秤重（口味：香檸酸辣、油蔥胡椒、隱藏／季節限定）,秤重計價 每公克 0.66（最低計價 100 公克）；加辣不加價,南軟二期,16:30-18:59（或完售）,archive/2026-09/2026-09-16_2031_p01.png,img/2026-09-17_shagua-chicken.jpg,"日期：9月17日
地點：南軟二期
時間：16:30 ～ 18:59/完售
沒有預訂 沒有預訂 沒有預訂

傻瓜手撕雞 Whole food
原形食物 健康輕食尚
彩虹飲食法 精緻蔬果
各式蔬果生菜搭配雞肉
歡迎懂吃的你來試試

去皮手撕雞胸肉 x SGS國產「氣冷雞」
無內臟x少負擔、更健康
獨家自製醬汁x口味清晰爽口
精緻蔬果、彩虹飲食x 補充各種植化素
無過重的調味x保留食材原本的風味

傻瓜撕雞 怎麼買？
超級簡單 看這裡～

❶拿取選菜盆及夾子
夾取想要吃的品項及份量

❷夾取完後 將盆子放在車尾的電子秤上
重量、價格一目了然～
最後告知口味、配料調整

❸結帳並領取號碼牌、等候叫號
巔峰時段謝謝你的耐心等待

口味選擇：
❶香檸酸辣（微微辣）
人氣第一 清爽無負擔
強烈推薦搭配水果 吃過的都懂
配料：洋蔥 香菜 花生

❷油蔥胡椒（完全不辣）
鹹香適中 香而不辣
小朋友也喜歡
配料：洋蔥 香蔥 花生

❸「隱藏/季節限定口味」隨機上市

愛吃酸、愛吃辣看這裡
可加辣、可加酸
再跟我們說一聲即可喔
小辣 中辣 大辣 （朝天椒）
修羅地獄辣（變異）
加辣額外收取：你的笑容

手撕雞肉、蔬果、菜葉 皆可隨意混搭
每公克/0.66元、最低計價100公克
付款方式：現金 / 行動支付

醬料、配料、辣椒 無提供另外包裝
若有過敏或不吃的請告知
一種口味 夾一個盆子
兩種口味 請分兩盆夾喔

出餐使用當季時蔬、無固定品項
照片食材僅供參考、以當日為主
包裝會依照份量大小而不同
小小小袋、有點大袋、無敵桶裝
（單一口味$500以上一律桶裝）
冷藏可保存24h
離開冷藏勿超過2h
響應環保 自備餐盒容器 總價折抵$10元
不另提供朔膠袋及餐具
如有需求每項/$5

ISO 22000與HACCP雙國際認證氣冷雞肉
SUS-316L醫療鋼器皿
全程冰箱保鮮
PE/PP材質食品包裝袋/桶
餐飲人員健檢
食品登入 食品保險

最簡單的調理 不簡單的調味
新鮮食材 只需簡單調理 便是人間美味

行程追蹤 驚喜彩蛋

Line官方：
https://lin.ee/Pjxv6CI

IG：
https://www.instagram.com/zestntear_0216?igsh=ZTV5YXcwcm5nMDR4&utm_source=qr

Facebook:
https://www.facebook.com/share/1BBf3Xrij2/?mibextid=wwXIfr",貼文 9/16 18:49（9/17 08:31 截圖顯示「昨天 下午 6:49」，較 20:31 截圖的相對時間精確）；秤重自選、不開放預訂；付款：現金、行動支付；自備餐盒總價折抵 10 元，不另提供塑膠袋餐具（需要每項 5 元）；單一口味 500 元以上一律桶裝
